"id","codigo_agrupador","naturaleza","code","name","chart_template_id","parent_id","user_type_id","type","reconcile"
"account_173","ref=*contabilidad_electronica.codigo_agrupador_173*","ref=*contabilidad_electronica.naturaleza_deudora*",173,"GASTOS DIFERIDOS","ref=*mx_coa_sat*","ref=*account_100_02*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_173_01","ref=*contabilidad_electronica.codigo_agrupador_173_01*","ref=*contabilidad_electronica.naturaleza_deudora*",173.01,"GASTOS DIFERIDOS","ref=*mx_coa_sat*","ref=*account_173*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_174","ref=*contabilidad_electronica.codigo_agrupador_174*","ref=*contabilidad_electronica.naturaleza_deudora*",174,"GASTOS PRE OPERATIVOS","ref=*mx_coa_sat*","ref=*account_100_02*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_174_01","ref=*contabilidad_electronica.codigo_agrupador_174_01*","ref=*contabilidad_electronica.naturaleza_deudora*",174.01,"GASTOS PRE OPERATIVOS ","ref=*mx_coa_sat*","ref=*account_174*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_174_01_01","ref=*contabilidad_electronica.codigo_agrupador_174_01*","ref=*contabilidad_electronica.naturaleza_deudora*","174.01.01","Costos por contratos","ref=*mx_coa_sat*","ref=*account_174_01*","ref=*account.data_account_type_current_assets*","other","eval=*False*"
"account_175","ref=*contabilidad_electronica.codigo_agrupador_175*","ref=*contabilidad_electronica.naturaleza_deudora*",175,"REGALÍAS, ASISTENCIA TÉCNICA Y OTROS GASTOS DIFERIDOS","ref=*mx_coa_sat*","ref=*account_100_02*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_175_01","ref=*contabilidad_electronica.codigo_agrupador_175_01*","ref=*contabilidad_electronica.naturaleza_deudora*",175.01,"REGALÍAS, ASISTENCIA TÉCNICA Y OTROS GASTOS DIFERIDOS","ref=*mx_coa_sat*","ref=*account_175*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_176","ref=*contabilidad_electronica.codigo_agrupador_176*","ref=*contabilidad_electronica.naturaleza_deudora*",176,"ACTIVOS INTANGIBLES","ref=*mx_coa_sat*","ref=*account_100_02*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_176_01","ref=*contabilidad_electronica.codigo_agrupador_176_01*","ref=*contabilidad_electronica.naturaleza_deudora*",176.01,"ACTIVOS INTANGIBLES","ref=*mx_coa_sat*","ref=*account_176*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_177","ref=*contabilidad_electronica.codigo_agrupador_177*","ref=*contabilidad_electronica.naturaleza_deudora*",177,"GASTOS DE ORGANIZACIÓN","ref=*mx_coa_sat*","ref=*account_100_02*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_177_01","ref=*contabilidad_electronica.codigo_agrupador_177_01*","ref=*contabilidad_electronica.naturaleza_deudora*",177.01,"GASTOS DE ORGANIZACIÓN","ref=*mx_coa_sat*","ref=*account_177*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_178","ref=*contabilidad_electronica.codigo_agrupador_178*","ref=*contabilidad_electronica.naturaleza_deudora*",178,"INVESTIGACIÓN Y DESARROLLO DE MERCADO","ref=*mx_coa_sat*","ref=*account_100_02*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_178_01","ref=*contabilidad_electronica.codigo_agrupador_178_01*","ref=*contabilidad_electronica.naturaleza_deudora*",178.01,"INVESTIGACIÓN Y DESARROLLO DE MERCADO","ref=*mx_coa_sat*","ref=*account_178*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_179","ref=*contabilidad_electronica.codigo_agrupador_179*","ref=*contabilidad_electronica.naturaleza_deudora*",179,"MARCAS Y PATENTES","ref=*mx_coa_sat*","ref=*account_100_02*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_179_01","ref=*contabilidad_electronica.codigo_agrupador_179_01*","ref=*contabilidad_electronica.naturaleza_deudora*",179.01,"MARCAS Y PATENTES","ref=*mx_coa_sat*","ref=*account_179*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_180","ref=*contabilidad_electronica.codigo_agrupador_180*","ref=*contabilidad_electronica.naturaleza_deudora*",180,"CRÉDITO MERCANTIL","ref=*mx_coa_sat*","ref=*account_100_02*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_180_01","ref=*contabilidad_electronica.codigo_agrupador_180_01*","ref=*contabilidad_electronica.naturaleza_deudora*",180.01,"CRÉDITO MERCANTIL","ref=*mx_coa_sat*","ref=*account_180*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_180_01_01","ref=*contabilidad_electronica.codigo_agrupador_180_01*","ref=*contabilidad_electronica.naturaleza_deudora*","180.01.01","Crédito mercantil","ref=*mx_coa_sat*","ref=*account_180_01*","ref=*account.data_account_type_current_assets*","other","eval=*False*"
"account_181","ref=*contabilidad_electronica.codigo_agrupador_181*","ref=*contabilidad_electronica.naturaleza_deudora*",181,"GASTOS DE INSTALACIÓN","ref=*mx_coa_sat*","ref=*account_100_02*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_181_01","ref=*contabilidad_electronica.codigo_agrupador_181_01*","ref=*contabilidad_electronica.naturaleza_deudora*",181.01,"GASTOS DE INSTALACIÓN","ref=*mx_coa_sat*","ref=*account_181*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_181_01_01","ref=*contabilidad_electronica.codigo_agrupador_181_01*","ref=*contabilidad_electronica.naturaleza_deudora*","181.01.01","Gastos de instalación","ref=*mx_coa_sat*","ref=*account_181_01*","ref=*account.data_account_type_current_assets*","other","eval=*False*"
"account_182","ref=*contabilidad_electronica.codigo_agrupador_182*","ref=*contabilidad_electronica.naturaleza_deudora*",182,"OTROS ACTIVOS DIFERIDOS","ref=*mx_coa_sat*","ref=*account_100_02*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_182_01","ref=*contabilidad_electronica.codigo_agrupador_182_01*","ref=*contabilidad_electronica.naturaleza_deudora*",182.01,"OTROS ACTIVOS DIFERIDOS","ref=*mx_coa_sat*","ref=*account_182*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_182_01_01","ref=*contabilidad_electronica.codigo_agrupador_182_01*","ref=*contabilidad_electronica.naturaleza_deudora*","182.01.01","Otros activos diferidos","ref=*mx_coa_sat*","ref=*account_182_01*","ref=*account.data_account_type_current_assets*","other","eval=*False*"
"account_183","ref=*contabilidad_electronica.codigo_agrupador_183*","ref=*contabilidad_electronica.naturaleza_deudora*",183,"AMORTIZACIÓN ACUMULADA DE ACTIVOS DIFERIDOS","ref=*mx_coa_sat*","ref=*account_100_02*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_183_01","ref=*contabilidad_electronica.codigo_agrupador_183_01*","ref=*contabilidad_electronica.naturaleza_deudora*",183.01,"AMORTIZACIÓN ACUMULADA DE GASTOS DIFERIDOS","ref=*mx_coa_sat*","ref=*account_183*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_183_02","ref=*contabilidad_electronica.codigo_agrupador_183_02*","ref=*contabilidad_electronica.naturaleza_deudora*",183.02,"AMORTIZACIÓN ACUMULADA DE GASTOS PRE OPERATIVOS","ref=*mx_coa_sat*","ref=*account_183*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_183_03","ref=*contabilidad_electronica.codigo_agrupador_183_03*","ref=*contabilidad_electronica.naturaleza_deudora*",183.03,"AMORTIZACIÓN ACUMULADA DE REGALÍAS, ASISTENCIA TÉCNICA Y OTROS GASTOS DIFERIDOS","ref=*mx_coa_sat*","ref=*account_183*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_183_04","ref=*contabilidad_electronica.codigo_agrupador_183_04*","ref=*contabilidad_electronica.naturaleza_deudora*",183.04,"AMORTIZACIÓN ACUMULADA DE ACTIVOS INTANGIBLES","ref=*mx_coa_sat*","ref=*account_183*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_183_05","ref=*contabilidad_electronica.codigo_agrupador_183_05*","ref=*contabilidad_electronica.naturaleza_deudora*",183.05,"AMORTIZACIÓN ACUMULADA DE GASTOS DE ORGANIZACIÓN","ref=*mx_coa_sat*","ref=*account_183*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_183_06","ref=*contabilidad_electronica.codigo_agrupador_183_06*","ref=*contabilidad_electronica.naturaleza_deudora*",183.06,"AMORTIZACIÓN ACUMULADA DE INVESTIGACIÓN Y DESARROLLO DE MERCADO","ref=*mx_coa_sat*","ref=*account_183*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_183_07","ref=*contabilidad_electronica.codigo_agrupador_183_07*","ref=*contabilidad_electronica.naturaleza_deudora*",183.07,"AMORTIZACIÓN ACUMULADA DE MARCAS Y PATENTES","ref=*mx_coa_sat*","ref=*account_183*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_183_08","ref=*contabilidad_electronica.codigo_agrupador_183_08*","ref=*contabilidad_electronica.naturaleza_deudora*",183.08,"AMORTIZACIÓN ACUMULADA DE CRÉDITO MERCANTIL","ref=*mx_coa_sat*","ref=*account_183*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_183_08_01","ref=*contabilidad_electronica.codigo_agrupador_183_08*","ref=*contabilidad_electronica.naturaleza_deudora*","183.08.01","Amortización acumulada de crédito mercantil","ref=*mx_coa_sat*","ref=*account_183_08*","ref=*account.data_account_type_current_assets*","other","eval=*False*"
"account_183_09","ref=*contabilidad_electronica.codigo_agrupador_183_09*","ref=*contabilidad_electronica.naturaleza_deudora*",183.09,"AMORTIZACIÓN ACUMULADA DE GASTOS DE INSTALACIÓN","ref=*mx_coa_sat*","ref=*account_183*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_183_09_01","ref=*contabilidad_electronica.codigo_agrupador_183_09*","ref=*contabilidad_electronica.naturaleza_deudora*","183.09.01","Amortización acumulada de gastos de instalación","ref=*mx_coa_sat*","ref=*account_183_09*","ref=*account.data_account_type_current_assets*","other","eval=*False*"
"account_183_10","ref=*contabilidad_electronica.codigo_agrupador_183_10*","ref=*contabilidad_electronica.naturaleza_deudora*",183.1,"AMORTIZACIÓN ACUMULADA DE OTROS ACTIVOS DIFERIDOS","ref=*mx_coa_sat*","ref=*account_183*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_183_10_01","ref=*contabilidad_electronica.codigo_agrupador_183_10*","ref=*contabilidad_electronica.naturaleza_deudora*","183.10.01","Amortización acumulada de otros activos diferidos","ref=*mx_coa_sat*","ref=*account_183_10*","ref=*account.data_account_type_current_assets*","other","eval=*False*"
"account_184","ref=*contabilidad_electronica.codigo_agrupador_184*","ref=*contabilidad_electronica.naturaleza_deudora*",184,"DEPÓSITOS EN GARANTÍA","ref=*mx_coa_sat*","ref=*account_100_02*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_184_01","ref=*contabilidad_electronica.codigo_agrupador_184_01*","ref=*contabilidad_electronica.naturaleza_deudora*",184.01,"DEPÓSITOS DE FIANZAS","ref=*mx_coa_sat*","ref=*account_184*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_184_01_01","ref=*contabilidad_electronica.codigo_agrupador_184_01*","ref=*contabilidad_electronica.naturaleza_deudora*","184.01.01","Depósitos de fianzas","ref=*mx_coa_sat*","ref=*account_184_01*","ref=*account.data_account_type_current_assets*","other","eval=*False*"
"account_184_02","ref=*contabilidad_electronica.codigo_agrupador_184_02*","ref=*contabilidad_electronica.naturaleza_deudora*",184.02,"DEPÓSITOS DE ARRENDAMIENTO DE BIENES INMUEBLES","ref=*mx_coa_sat*","ref=*account_184*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_184_02_01","ref=*contabilidad_electronica.codigo_agrupador_184_02*","ref=*contabilidad_electronica.naturaleza_deudora*","184.02.01","Depósitos de arrendamiento de bienes inmuebles","ref=*mx_coa_sat*","ref=*account_184_02*","ref=*account.data_account_type_current_assets*","other","eval=*False*"
"account_184_03","ref=*contabilidad_electronica.codigo_agrupador_184_03*","ref=*contabilidad_electronica.naturaleza_deudora*",184.03,"OTROS DEPÓSITOS EN GARANTÍA","ref=*mx_coa_sat*","ref=*account_184*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_184_03_01","ref=*contabilidad_electronica.codigo_agrupador_184_03*","ref=*contabilidad_electronica.naturaleza_deudora*","184.03.01","Otros depósitos en garantía","ref=*mx_coa_sat*","ref=*account_184_03*","ref=*account.data_account_type_current_assets*","other","eval=*False*"
"account_185","ref=*contabilidad_electronica.codigo_agrupador_185*","ref=*contabilidad_electronica.naturaleza_deudora*",185,"IMPUESTOS DIFERIDOS","ref=*mx_coa_sat*","ref=*account_100_02*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_185_01","ref=*contabilidad_electronica.codigo_agrupador_185_01*","ref=*contabilidad_electronica.naturaleza_deudora*",185.01,"IMPUESTOS DIFERIDOS ISR","ref=*mx_coa_sat*","ref=*account_185*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_185_01_01","ref=*contabilidad_electronica.codigo_agrupador_185_01*","ref=*contabilidad_electronica.naturaleza_deudora*","185.01.01","Impuestos diferidos ISR","ref=*mx_coa_sat*","ref=*account_185_01*","ref=*account.data_account_type_current_assets*","other","eval=*False*"
"account_186","ref=*contabilidad_electronica.codigo_agrupador_186*","ref=*contabilidad_electronica.naturaleza_deudora*",186,"CUENTAS Y DOCUMENTOS POR COBRAR A LARGO PLAZO","ref=*mx_coa_sat*","ref=*account_100_02*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_186_01","ref=*contabilidad_electronica.codigo_agrupador_186_01*","ref=*contabilidad_electronica.naturaleza_deudora*",186.01,"CUENTAS Y DOCUMENTOS POR COBRAR A LARGO PLAZO NACIONAL","ref=*mx_coa_sat*","ref=*account_186*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_186_01_01","ref=*contabilidad_electronica.codigo_agrupador_186_01*","ref=*contabilidad_electronica.naturaleza_deudora*","186.01.01","Cuentas y documentos por cobrar a largo plazo nacional","ref=*mx_coa_sat*","ref=*account_186_01*","ref=*account.data_account_type_current_assets*","other","eval=*False*"
"account_186_02","ref=*contabilidad_electronica.codigo_agrupador_186_02*","ref=*contabilidad_electronica.naturaleza_deudora*",186.02,"CUENTAS Y DOCUMENTOS POR COBRAR A LARGO PLAZO EXTRANJERO","ref=*mx_coa_sat*","ref=*account_186*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_186_03","ref=*contabilidad_electronica.codigo_agrupador_186_03*","ref=*contabilidad_electronica.naturaleza_deudora*",186.03,"CUENTAS Y DOCUMENTOS POR COBRAR A LARGO PLAZO NACIONAL PARTE RELACIONADA","ref=*mx_coa_sat*","ref=*account_186*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_186_03_01","ref=*contabilidad_electronica.codigo_agrupador_186_03*","ref=*contabilidad_electronica.naturaleza_deudora*","186.03.01","Cuentas y documentos por cobrar a largo plazo nacional parte relacionada","ref=*mx_coa_sat*","ref=*account_186_03*","ref=*account.data_account_type_current_assets*","other","eval=*False*"
"account_186_04","ref=*contabilidad_electronica.codigo_agrupador_186_04*","ref=*contabilidad_electronica.naturaleza_deudora*",186.04,"CUENTAS Y DOCUMENTOS POR COBRAR A LARGO PLAZO EXTRANJERO PARTE RELACIONADA","ref=*mx_coa_sat*","ref=*account_186*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_186_05","ref=*contabilidad_electronica.codigo_agrupador_186_05*","ref=*contabilidad_electronica.naturaleza_deudora*",186.05,"INTERESES POR COBRAR A LARGO PLAZO NACIONAL","ref=*mx_coa_sat*","ref=*account_186*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_186_06","ref=*contabilidad_electronica.codigo_agrupador_186_06*","ref=*contabilidad_electronica.naturaleza_deudora*",186.06,"INTERESES POR COBRAR A LARGO PLAZO EXTRANJERO","ref=*mx_coa_sat*","ref=*account_186*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_186_07","ref=*contabilidad_electronica.codigo_agrupador_186_07*","ref=*contabilidad_electronica.naturaleza_deudora*",186.07,"INTERESES POR COBRAR A LARGO PLAZO NACIONAL PARTE RELACIONADA","ref=*mx_coa_sat*","ref=*account_186*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_186_08","ref=*contabilidad_electronica.codigo_agrupador_186_08*","ref=*contabilidad_electronica.naturaleza_deudora*",186.08,"INTERESES POR COBRAR A LARGO PLAZO EXTRANJERO PARTE RELACIONADA","ref=*mx_coa_sat*","ref=*account_186*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_186_09","ref=*contabilidad_electronica.codigo_agrupador_186_09*","ref=*contabilidad_electronica.naturaleza_deudora*",186.09,"OTRAS CUENTAS Y DOCUMENTOS POR COBRAR A LARGO PLAZO","ref=*mx_coa_sat*","ref=*account_186*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_186_10","ref=*contabilidad_electronica.codigo_agrupador_186_10*","ref=*contabilidad_electronica.naturaleza_deudora*",186.1,"OTRAS CUENTAS Y DOCUMENTOS POR COBRAR A LARGO PLAZO PARTE RELACIONADA","ref=*mx_coa_sat*","ref=*account_186*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_187","ref=*contabilidad_electronica.codigo_agrupador_187*","ref=*contabilidad_electronica.naturaleza_deudora*",187,"PARTICIPACIÓN DE LOS TRABAJADORES EN LAS UTILIDADES DIFERIDAS","ref=*mx_coa_sat*","ref=*account_100_02*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_187_01","ref=*contabilidad_electronica.codigo_agrupador_187_01*","ref=*contabilidad_electronica.naturaleza_deudora*",187.01,"PARTICIPACIÓN DE LOS TRABAJADORES EN LAS UTILIDADES DIFERIDAS","ref=*mx_coa_sat*","ref=*account_187*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_188","ref=*contabilidad_electronica.codigo_agrupador_188*","ref=*contabilidad_electronica.naturaleza_deudora*",188,"INVERSIONES PERMANENTES EN ACCIONES","ref=*mx_coa_sat*","ref=*account_100_02*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_188_01","ref=*contabilidad_electronica.codigo_agrupador_188_01*","ref=*contabilidad_electronica.naturaleza_deudora*",188.01,"INVERSIONES A LARGO PLAZO EN SUBSIDIARIAS","ref=*mx_coa_sat*","ref=*account_188*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_188_01_01","ref=*contabilidad_electronica.codigo_agrupador_188_01*","ref=*contabilidad_electronica.naturaleza_deudora*","188.01.01","Inversiones a largo plazo en subsidiarias","ref=*mx_coa_sat*","ref=*account_188_01*","ref=*account.data_account_type_current_assets*","other","eval=*False*"
"account_188_02","ref=*contabilidad_electronica.codigo_agrupador_188_02*","ref=*contabilidad_electronica.naturaleza_deudora*",188.02,"INVERSIONES A LARGO PLAZO EN ASOCIADAS","ref=*mx_coa_sat*","ref=*account_188*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_188_02_01","ref=*contabilidad_electronica.codigo_agrupador_188_02*","ref=*contabilidad_electronica.naturaleza_deudora*","188.02.01","Inversiones a largo plazo en asociadas","ref=*mx_coa_sat*","ref=*account_188_02*","ref=*account.data_account_type_current_assets*","other","eval=*False*"
"account_188_03","ref=*contabilidad_electronica.codigo_agrupador_188_03*","ref=*contabilidad_electronica.naturaleza_deudora*",188.03,"OTRAS INVERSIONES PERMANENTES EN ACCIONES","ref=*mx_coa_sat*","ref=*account_188*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_188_03_01","ref=*contabilidad_electronica.codigo_agrupador_188_03*","ref=*contabilidad_electronica.naturaleza_deudora*","188.03.01","Otras inversiones permanentes en acciones","ref=*mx_coa_sat*","ref=*account_188_03*","ref=*account.data_account_type_current_assets*","other","eval=*False*"
"account_189","ref=*contabilidad_electronica.codigo_agrupador_189*","ref=*contabilidad_electronica.naturaleza_deudora*",189,"ESTIMACIÓN POR DETERIORO DE INVERSIONES PERMANENTES EN ACCIONES","ref=*mx_coa_sat*","ref=*account_100_02*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_189_01","ref=*contabilidad_electronica.codigo_agrupador_189_01*","ref=*contabilidad_electronica.naturaleza_deudora*",189.01,"ESTIMACIÓN POR DETERIORO DE INVERSIONES PERMANENTES EN ACCIONES","ref=*mx_coa_sat*","ref=*account_189*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_189_01_01","ref=*contabilidad_electronica.codigo_agrupador_189_01*","ref=*contabilidad_electronica.naturaleza_deudora*","189.01.01","Estimación por deterioro de inversiones permanentes en acciones","ref=*mx_coa_sat*","ref=*account_189_01*","ref=*account.data_account_type_current_assets*","other","eval=*False*"
"account_190","ref=*contabilidad_electronica.codigo_agrupador_190*","ref=*contabilidad_electronica.naturaleza_deudora*",190,"OTROS INSTRUMENTOS FINANCIEROS","ref=*mx_coa_sat*","ref=*account_100_02*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_190_01","ref=*contabilidad_electronica.codigo_agrupador_190_01*","ref=*contabilidad_electronica.naturaleza_deudora*",190.01,"OTROS INSTRUMENTOS FINANCIEROS","ref=*mx_coa_sat*","ref=*account_190*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_191","ref=*contabilidad_electronica.codigo_agrupador_191*","ref=*contabilidad_electronica.naturaleza_deudora*",191,"OTROS ACTIVOS A LARGO PLAZO","ref=*mx_coa_sat*","ref=*account_100_02*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_191_01","ref=*contabilidad_electronica.codigo_agrupador_191_01*","ref=*contabilidad_electronica.naturaleza_deudora*",191.01,"OTROS ACTIVOS A LARGO PLAZO ","ref=*mx_coa_sat*","ref=*account_191*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_191_01_01","ref=*contabilidad_electronica.codigo_agrupador_191_01*","ref=*contabilidad_electronica.naturaleza_deudora*","191.01.01","Intereses descontados","ref=*mx_coa_sat*","ref=*account_191_01*","ref=*account.data_account_type_current_assets*","other","eval=*False*"
"account_191_01_02","ref=*contabilidad_electronica.codigo_agrupador_191_01*","ref=*contabilidad_electronica.naturaleza_deudora*","191.01.02","Efectivo restringido","ref=*mx_coa_sat*","ref=*account_191_01*","ref=*account.data_account_type_current_assets*","other","eval=*False*"
"account_200","ref=*contabilidad_electronica.codigo_agrupador_200*","ref=*contabilidad_electronica.naturaleza_acreedora*",200,"PASIVO","ref=*mx_coa_sat*","ref=*account_0*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_200_01","ref=*contabilidad_electronica.codigo_agrupador_200_01*","ref=*contabilidad_electronica.naturaleza_acreedora*",200.01,"PASIVO A CORTO PLAZO","ref=*mx_coa_sat*","ref=*account_200*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_201","ref=*contabilidad_electronica.codigo_agrupador_201*","ref=*contabilidad_electronica.naturaleza_acreedora*",201,"PROVEEDORES","ref=*mx_coa_sat*","ref=*account_200_01*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_201_01","ref=*contabilidad_electronica.codigo_agrupador_201_01*","ref=*contabilidad_electronica.naturaleza_acreedora*",201.01,"PROVEEDORES NACIONALES","ref=*mx_coa_sat*","ref=*account_201*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_201_01_01","ref=*contabilidad_electronica.codigo_agrupador_201_01*","ref=*contabilidad_electronica.naturaleza_acreedora*","201.01.01","Proveedores nacionales","ref=*mx_coa_sat*","ref=*account_201_01*","ref=*account.data_account_type_payable*","other","eval=*True*"
"account_201_02","ref=*contabilidad_electronica.codigo_agrupador_201_02*","ref=*contabilidad_electronica.naturaleza_acreedora*",201.02,"PROVEEDORES EXTRANJEROS","ref=*mx_coa_sat*","ref=*account_201*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_201_02_01","ref=*contabilidad_electronica.codigo_agrupador_201_02*","ref=*contabilidad_electronica.naturaleza_acreedora*","201.02.01","Proveedores extranjeros","ref=*mx_coa_sat*","ref=*account_201_02*","ref=*account.data_account_type_payable*","other","eval=*True*"
"account_201_03","ref=*contabilidad_electronica.codigo_agrupador_201_03*","ref=*contabilidad_electronica.naturaleza_acreedora*",201.03,"PROVEEDORES NACIONALES PARTE RELACIONADA","ref=*mx_coa_sat*","ref=*account_201*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_201_03_01","ref=*contabilidad_electronica.codigo_agrupador_201_03*","ref=*contabilidad_electronica.naturaleza_acreedora*","201.03.01","Proveedores nacionales parte relacionada","ref=*mx_coa_sat*","ref=*account_201_03*","ref=*account.data_account_type_payable*","other","eval=*True*"
"account_201_04","ref=*contabilidad_electronica.codigo_agrupador_201_04*","ref=*contabilidad_electronica.naturaleza_acreedora*",201.04,"PROVEEDORES EXTRANJEROS PARTE RELACIONADA","ref=*mx_coa_sat*","ref=*account_201*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_202","ref=*contabilidad_electronica.codigo_agrupador_202*","ref=*contabilidad_electronica.naturaleza_acreedora*",202,"CUENTAS POR PAGAR A CORTO PLAZO","ref=*mx_coa_sat*","ref=*account_200_01*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_202_01","ref=*contabilidad_electronica.codigo_agrupador_202_01*","ref=*contabilidad_electronica.naturaleza_acreedora*",202.01,"DOCUMENTOS POR PAGAR BANCARIO Y FINANCIERO NACIONAL","ref=*mx_coa_sat*","ref=*account_202*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_202_01_01","ref=*contabilidad_electronica.codigo_agrupador_202_01*","ref=*contabilidad_electronica.naturaleza_acreedora*","202.01.01","Documentos por pagar bancario y financiero nacional","ref=*mx_coa_sat*","ref=*account_202_01*","ref=*account.data_account_type_current_liabilities*","other","eval=*False*"
"account_202_02","ref=*contabilidad_electronica.codigo_agrupador_202_02*","ref=*contabilidad_electronica.naturaleza_acreedora*",202.02,"DOCUMENTOS POR PAGAR BANCARIO Y FINANCIERO EXTRANJERO","ref=*mx_coa_sat*","ref=*account_202*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_202_03","ref=*contabilidad_electronica.codigo_agrupador_202_03*","ref=*contabilidad_electronica.naturaleza_acreedora*",202.03,"DOCUMENTOS Y CUENTAS POR PAGAR A CORTO PLAZO NACIONAL","ref=*mx_coa_sat*","ref=*account_202*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
